gen,net_size,D,II,segII,nu,HS,HT,GST,RI,RI_max,RI_max_free,N,r,stp,Ne,Sim,U,NU
184069,42671,0.33,5.03,0.025,0.6468,0.012,0.175,0.933,0,0.339,0.481,1000,Free,11,517.943,16,0.01,10.0
0,4491,0.0,0.01,0.025,0.6523,0.015,0.015,0.0,0,0.004,0.004,1000,Free,0,537.687,17,0.01,10.0
6818,4942,0.031,0.24,0.01,0.6523,0.015,0.03,0.504,0,0.015,0.057,1000,Free,1,537.687,17,0.01,10.0
35081,7314,0.061,0.1,0.015,0.6523,0.016,0.046,0.654,0,0.033,0.034,1000,Free,2,537.687,17,0.01,10.0
76695,10518,0.091,0.43,0.03,0.6523,0.017,0.062,0.721,0,0.045,0.168,1000,Free,3,537.687,17,0.01,10.0
77382,10887,0.121,0.08,0.0,0.6523,0.012,0.072,0.827,0,0.025,0.114,1000,Free,4,537.687,17,0.01,10.0
81893,12397,0.15,0.77,0.0,0.6523,0.015,0.089,0.834,0,0.033,0.264,1000,Free,5,537.687,17,0.01,10.0
87638,14172,0.18,1.98,0.015,0.6523,0.026,0.114,0.77,0,0.087,0.375,1000,Free,6,537.687,17,0.01,10.0
97946,17392,0.211,1.47,0.01,0.6523,0.021,0.124,0.83,0,0.343,0.439,1000,Free,7,537.687,17,0.01,10.0
100464,18894,0.241,1.49,0.01,0.6523,0.021,0.139,0.848,0,0.268,0.459,1000,Free,8,537.687,17,0.01,10.0
121444,23250,0.27,3.0,0.02,0.6523,0.02,0.152,0.87,0,0.455,0.477,1000,Free,9,537.687,17,0.01,10.0
122078,23810,0.3,2.71,0.025,0.6523,0.015,0.163,0.908,0,0.568,0.501,1000,Free,10,537.687,17,0.01,10.0
122565,24340,0.33,2.23,0.005,0.6523,0.01,0.173,0.943,0,0.196,0.526,1000,Free,11,537.687,17,0.01,10.0
0,5039,0.0,0.01,0.005,0.601,0.015,0.015,0.0,0,0.002,0.004,1000,Free,0,751.626,18,0.01,10.0
874,5380,0.031,0.11,0.01,0.601,0.029,0.044,0.34,0,0.017,0.043,1000,Free,1,751.626,18,0.01,10.0
1024,5495,0.06,0.17,0.015,0.601,0.016,0.046,0.644,0,0.039,0.05,1000,Free,2,751.626,18,0.01,10.0
15335,10302,0.091,0.91,0.005,0.601,0.016,0.06,0.741,0,0.022,0.149,1000,Free,3,751.626,18,0.01,10.0
16778,10979,0.12,1.79,0.01,0.601,0.013,0.072,0.825,0,0.013,0.219,1000,Free,4,751.626,18,0.01,10.0
17474,11436,0.151,2.03,0.025,0.601,0.02,0.094,0.791,0,0.089,0.359,1000,Free,5,751.626,18,0.01,10.0
18196,12127,0.18,2.81,0.02,0.601,0.021,0.109,0.806,0,0.382,0.417,1000,Free,6,751.626,18,0.01,10.0
18845,12626,0.21,3.36,0.02,0.601,0.018,0.122,0.85,0,0.556,0.5,1000,Free,7,751.626,18,0.01,10.0
19812,13451,0.24,3.64,0.02,0.601,0.023,0.141,0.835,0,0.495,0.48,1000,Free,8,751.626,18,0.01,10.0
114053,26254,0.27,1.87,0.02,0.601,0.017,0.15,0.887,0,0.558,0.486,1000,Free,9,751.626,18,0.01,10.0
116884,27098,0.301,2.61,0.005,0.601,0.011,0.16,0.933,0,0.53,0.483,1000,Free,10,751.626,18,0.01,10.0
125098,28956,0.33,2.35,0.01,0.601,0.014,0.177,0.92,0,0.358,0.474,1000,Free,11,751.626,18,0.01,10.0
0,7585,0.0,0.0,0.005,0.6718,0.009,0.009,0.0,0,0.001,0.0,1000,Free,0,365.648,19,0.01,10.0
1972,7779,0.03,0.05,0.005,0.6718,0.023,0.037,0.392,0,0.022,0.019,1000,Free,1,365.648,19,0.01,10.0
64765,11070,0.06,0.05,0.005,0.6718,0.012,0.042,0.711,0,0.021,0.027,1000,Free,2,365.648,19,0.01,10.0
66388,11474,0.09,0.15,0.0,0.6718,0.011,0.056,0.797,0,0.022,0.033,1000,Free,3,365.648,19,0.01,10.0
128764,17062,0.12,0.27,0.02,0.6718,0.018,0.077,0.77,0,0.084,0.253,1000,Free,4,365.648,19,0.01,10.0
161736,20443,0.15,2.21,0.015,0.6718,0.022,0.096,0.767,0,0.076,0.355,1000,Free,5,365.648,19,0.01,10.0
165695,21352,0.18,2.19,0.01,0.6718,0.022,0.11,0.798,0,0.321,0.383,1000,Free,6,365.648,19,0.01,10.0
167331,21888,0.211,2.7,0.01,0.6718,0.015,0.119,0.872,0,0.186,0.423,1000,Free,7,365.648,19,0.01,10.0
168910,22639,0.24,2.39,0.04,0.6718,0.018,0.136,0.865,0,0.091,0.488,1000,Free,8,365.648,19,0.01,10.0
181368,25082,0.27,1.34,0.005,0.6718,0.019,0.152,0.874,0,0.125,0.468,1000,Free,9,365.648,19,0.01,10.0
183382,25939,0.3,1.07,0.005,0.6718,0.012,0.161,0.923,0,0.309,0.469,1000,Free,10,365.648,19,0.01,10.0
184409,26844,0.33,2.47,0.015,0.6718,0.011,0.174,0.937,0,0.169,0.498,1000,Free,11,365.648,19,0.01,10.0
0,7362,0.0,0.0,0.015,0.6888,0.013,0.013,0.0,0,0.003,0.005,1000,Free,0,689.81,20,0.01,10.0
47035,9935,0.03,0.17,0.03,0.6888,0.017,0.032,0.468,0,0.01,0.034,1000,Free,1,689.81,20,0.01,10.0
208857,14755,0.06,0.42,0.01,0.6888,0.02,0.05,0.596,0,0.038,0.108,1000,Free,2,689.81,20,0.01,10.0
266090,19116,0.09,1.06,0.015,0.6888,0.016,0.06,0.741,0,0.043,0.319,1000,Free,3,689.81,20,0.01,10.0
276321,20606,0.12,1.11,0.025,0.6888,0.017,0.076,0.779,0,0.059,0.378,1000,Free,4,689.81,20,0.01,10.0
287590,22252,0.15,1.63,0.0,0.6888,0.024,0.097,0.754,0,0.063,0.371,1000,Free,5,689.81,20,0.01,10.0
287759,22323,0.18,2.17,0.015,0.6888,0.018,0.106,0.832,0,0.085,0.38,1000,Free,6,689.81,20,0.01,10.0
344096,29032,0.21,2.16,0.005,0.6888,0.016,0.12,0.864,0,0.126,0.419,1000,Free,7,689.81,20,0.01,10.0
347025,29728,0.241,2.66,0.0,0.6888,0.018,0.136,0.87,0,0.194,0.449,1000,Free,8,689.81,20,0.01,10.0
347343,30140,0.271,3.19,0.015,0.6888,0.019,0.152,0.875,0,0.423,0.505,1000,Free,9,689.81,20,0.01,10.0
347714,30525,0.3,3.14,0.005,0.6888,0.013,0.161,0.919,0,0.699,0.504,1000,Free,10,689.81,20,0.01,10.0
348792,31377,0.331,3.23,0.015,0.6888,0.015,0.178,0.916,0,0.222,0.496,1000,Free,11,689.81,20,0.01,10.0
0,3452,0.0,0.0,0.015,0.615,0.008,0.008,0.0,0,0.001,0.0,1000,Free,0,508.757,21,0.01,10.0
5147,3802,0.031,0.19,0.02,0.615,0.019,0.034,0.449,0,0.039,0.047,1000,Free,1,508.757,21,0.01,10.0
6682,4303,0.06,0.91,0.005,0.615,0.02,0.05,0.593,0,0.049,0.226,1000,Free,2,508.757,21,0.01,10.0
8013,4972,0.091,0.33,0.01,0.615,0.011,0.056,0.807,0,0.009,0.187,1000,Free,3,508.757,21,0.01,10.0
12645,6750,0.121,2.28,0.03,0.615,0.023,0.082,0.717,0,0.37,0.366,1000,Free,4,508.757,21,0.01,10.0
13667,7228,0.151,2.08,0.01,0.615,0.022,0.095,0.773,0,0.183,0.39,1000,Free,5,508.757,21,0.01,10.0
24358,10534,0.181,0.26,0.015,0.615,0.017,0.106,0.84,0,0.209,0.457,1000,Free,6,508.757,21,0.01,10.0
28823,11719,0.21,0.95,0.005,0.615,0.016,0.12,0.863,0,0.258,0.464,1000,Free,7,508.757,21,0.01,10.0
39736,15113,0.24,1.74,0.025,0.615,0.025,0.142,0.822,0,0.417,0.508,1000,Free,8,508.757,21,0.01,10.0
40226,15851,0.271,1.52,0.005,0.615,0.021,0.154,0.863,0,0.369,0.503,1000,Free,9,508.757,21,0.01,10.0
43897,17632,0.3,2.18,0.015,0.615,0.012,0.16,0.927,0,0.301,0.481,1000,Free,10,508.757,21,0.01,10.0
55410,22578,0.33,4.35,0.015,0.615,0.024,0.185,0.873,0,0.394,0.489,1000,Free,11,508.757,21,0.01,10.0
0,7511,0.0,0.02,0.015,0.6708,0.02,0.02,0.0,0,0.002,0.003,1000,Free,0,962.795,22,0.01,10.0
11676,8867,0.03,0.04,0.01,0.6708,0.017,0.032,0.469,0,0.008,0.02,1000,Free,1,962.795,22,0.01,10.0
77006,12077,0.061,0.22,0.025,0.6708,0.017,0.046,0.641,0,0.003,0.033,1000,Free,2,962.795,22,0.01,10.0
109395,13866,0.091,0.13,0.01,0.6708,0.02,0.065,0.688,0,0.032,0.049,1000,Free,3,962.795,22,0.01,10.0
344290,25498,0.121,1.97,0.015,0.6708,0.015,0.075,0.8,0,0.172,0.309,1000,Free,4,962.795,22,0.01,10.0
347344,26321,0.151,3.26,0.005,0.6708,0.017,0.091,0.815,0,0.135,0.398,1000,Free,5,962.795,22,0.01,10.0
354651,27708,0.18,3.84,0.0,0.6708,0.02,0.108,0.814,0,0.148,0.477,1000,Free,6,962.795,22,0.01,10.0
356351,28286,0.21,3.54,0.0,0.6708,0.018,0.121,0.855,0,0.126,0.465,1000,Free,7,962.795,22,0.01,10.0
404182,32596,0.24,2.41,0.025,0.6708,0.023,0.141,0.834,0,0.23,0.488,1000,Free,8,962.795,22,0.01,10.0
404956,32942,0.271,4.38,0.005,0.6708,0.017,0.15,0.888,0,0.285,0.485,1000,Free,9,962.795,22,0.01,10.0
413944,34807,0.301,3.25,0.005,0.6708,0.019,0.166,0.888,0,0.343,0.46,1000,Free,10,962.795,22,0.01,10.0
414330,35339,0.331,3.25,0.005,0.6708,0.013,0.176,0.927,0,0.161,0.503,1000,Free,11,962.795,22,0.01,10.0
0,8594,0.0,0.02,0.0,0.652,0.01,0.01,0.0,0,0.0,0.002,1000,Free,0,427.422,23,0.01,10.0
2894,9538,0.03,0.04,0.01,0.652,0.019,0.034,0.436,0,0.013,0.016,1000,Free,1,427.422,23,0.01,10.0
12852,11584,0.06,0.15,0.02,0.652,0.014,0.044,0.683,0,0.015,0.051,1000,Free,2,427.422,23,0.01,10.0
40831,16631,0.091,0.58,0.01,0.652,0.018,0.062,0.717,0,0.117,0.092,1000,Free,3,427.422,23,0.01,10.0
45378,17747,0.12,1.03,0.005,0.652,0.022,0.081,0.732,0,0.102,0.229,1000,Free,4,427.422,23,0.01,10.0
49452,18676,0.15,1.24,0.0,0.652,0.019,0.092,0.798,0,0.258,0.302,1000,Free,5,427.422,23,0.01,10.0
100707,24629,0.181,1.79,0.01,0.652,0.019,0.108,0.824,0,0.294,0.391,1000,Free,6,427.422,23,0.01,10.0
111841,27225,0.211,1.52,0.01,0.652,0.022,0.125,0.821,0,0.305,0.458,1000,Free,7,427.422,23,0.01,10.0
135837,34595,0.24,2.07,0.015,0.652,0.021,0.139,0.846,0,0.099,0.455,1000,Free,8,427.422,23,0.01,10.0
146496,37419,0.27,3.11,0.02,0.652,0.02,0.152,0.871,0,0.397,0.452,1000,Free,9,427.422,23,0.01,10.0
160318,40365,0.3,3.26,0.025,0.652,0.023,0.17,0.865,0,0.498,0.483,1000,Free,10,427.422,23,0.01,10.0
162586,41416,0.33,2.47,0.0,0.652,0.011,0.175,0.935,0,0.362,0.498,1000,Free,11,427.422,23,0.01,10.0
0,5646,0.0,0.01,0.015,0.6353,0.016,0.016,0.0,0,0.003,0.004,1000,Free,0,512.716,24,0.01,10.0
10927,6538,0.031,0.12,0.04,0.6353,0.017,0.033,0.463,0,0.016,0.03,1000,Free,1,512.716,24,0.01,10.0
12208,7139,0.06,0.7,0.005,0.6353,0.041,0.07,0.412,0,0.101,0.134,1000,Free,2,512.716,24,0.01,10.0
14614,7844,0.09,0.16,0.005,0.6353,0.018,0.062,0.707,0,0.07,0.08,1000,Free,3,512.716,24,0.01,10.0
17724,9408,0.121,0.48,0.0,0.6353,0.023,0.082,0.715,0,0.055,0.287,1000,Free,4,512.716,24,0.01,10.0
30194,12235,0.151,0.32,0.01,0.6353,0.018,0.092,0.803,0,0.363,0.343,1000,Free,5,512.716,24,0.01,10.0
36303,14125,0.181,1.62,0.01,0.6353,0.028,0.116,0.759,0,0.046,0.503,1000,Free,6,512.716,24,0.01,10.0
36750,14317,0.21,1.06,0.005,0.6353,0.023,0.125,0.82,0,0.106,0.459,1000,Free,7,512.716,24,0.01,10.0
69032,20604,0.24,1.4,0.02,0.6353,0.021,0.139,0.847,0,0.375,0.415,1000,Free,8,512.716,24,0.01,10.0
95190,25447,0.27,2.72,0.03,0.6353,0.021,0.153,0.864,0,0.436,0.457,1000,Free,9,512.716,24,0.01,10.0
132861,31677,0.3,4.14,0.0,0.6353,0.014,0.162,0.912,0,0.257,0.479,1000,Free,10,512.716,24,0.01,10.0
134546,32832,0.331,4.45,0.035,0.6353,0.022,0.184,0.88,0,0.241,0.454,1000,Free,11,512.716,24,0.01,10.0
0,6761,0.0,0.01,0.01,0.7302,0.009,0.009,0.0,0,0.0,0.001,1000,Free,0,617.386,25,0.01,10.0
28055,9333,0.03,0.03,0.02,0.7302,0.011,0.026,0.566,0,0.007,0.01,1000,Free,1,617.386,25,0.01,10.0
380131,18116,0.06,0.13,0.005,0.7302,0.014,0.044,0.68,0,0.027,0.036,1000,Free,2,617.386,25,0.01,10.0
429846,19245,0.09,0.19,0.02,0.7302,0.016,0.061,0.729,0,0.063,0.063,1000,Free,3,617.386,25,0.01,10.0
436710,21094,0.12,0.89,0.005,0.7302,0.018,0.077,0.762,0,0.032,0.206,1000,Free,4,617.386,25,0.01,10.0
1497275,49830,0.15,1.38,0.025,0.7302,0.021,0.094,0.779,0,0.12,0.299,1000,Free,5,617.386,25,0.01,10.0
1897584,54241,0.18,2.14,0.025,0.7302,0.016,0.105,0.845,0,0.418,0.396,1000,Free,6,617.386,25,0.01,10.0
1902499,55596,0.211,2.33,0.025,0.7302,0.027,0.13,0.791,0,0.391,0.464,1000,Free,7,617.386,25,0.01,10.0
1928906,57973,0.241,1.55,0.015,0.7302,0.022,0.14,0.84,0,0.332,0.482,1000,Free,8,617.386,25,0.01,10.0
1947305,63430,0.272,4.16,0.0,0.7302,0.028,0.16,0.826,0,0.566,0.481,1000,Free,9,617.386,25,0.01,10.0
1947466,63818,0.301,3.78,0.02,0.7302,0.021,0.168,0.874,0,0.6,0.476,1000,Free,10,617.386,25,0.01,10.0
1987130,73257,0.33,3.18,0.005,0.7302,0.013,0.176,0.926,0,0.697,0.475,1000,Free,11,617.386,25,0.01,10.0
0,5199,0.0,0.01,0.005,0.6827,0.019,0.019,0.0,0,0.002,0.001,1000,Free,0,425.758,26,0.01,10.0
48680,7520,0.03,0.02,0.01,0.6827,0.012,0.027,0.547,0,0.007,0.005,1000,Free,1,425.758,26,0.01,10.0
79968,10177,0.062,0.19,0.02,0.6827,0.024,0.054,0.559,0,0.022,0.036,1000,Free,2,425.758,26,0.01,10.0
81843,10763,0.09,0.89,0.025,0.6827,0.018,0.062,0.714,0,0.317,0.177,1000,Free,3,425.758,26,0.01,10.0
86619,12061,0.121,1.14,0.015,0.6827,0.02,0.08,0.743,0,0.099,0.238,1000,Free,4,425.758,26,0.01,10.0
91647,13603,0.151,0.99,0.01,0.6827,0.019,0.093,0.798,0,0.133,0.315,1000,Free,5,425.758,26,0.01,10.0
94436,14684,0.181,1.42,0.01,0.6827,0.018,0.106,0.835,0,0.141,0.403,1000,Free,6,425.758,26,0.01,10.0
96176,15628,0.211,1.57,0.025,0.6827,0.023,0.126,0.817,0,0.315,0.45,1000,Free,7,425.758,26,0.01,10.0
101253,17160,0.241,1.92,0.005,0.6827,0.016,0.134,0.883,0,0.494,0.463,1000,Free,8,425.758,26,0.01,10.0
130766,20486,0.271,2.12,0.01,0.6827,0.016,0.149,0.895,0,0.593,0.491,1000,Free,9,425.758,26,0.01,10.0
137936,22405,0.3,3.24,0.025,0.6827,0.013,0.161,0.921,0,0.631,0.464,1000,Free,10,425.758,26,0.01,10.0
156708,26419,0.331,2.56,0.01,0.6827,0.015,0.178,0.915,0,0.256,0.478,1000,Free,11,425.758,26,0.01,10.0
0,5186,0.0,0.02,0.015,0.6342,0.015,0.015,0.0,0,0.006,0.002,1000,Free,0,413.449,27,0.01,10.0
5704,5518,0.032,0.06,0.02,0.6342,0.022,0.038,0.411,0,0.011,0.016,1000,Free,1,413.449,27,0.01,10.0
13591,6468,0.06,0.18,0.01,0.6342,0.011,0.041,0.729,0,0.021,0.047,1000,Free,2,413.449,27,0.01,10.0
17387,7378,0.09,0.22,0.0,0.6342,0.013,0.058,0.77,0,0.03,0.133,1000,Free,3,413.449,27,0.01,10.0
17721,7649,0.121,1.07,0.01,0.6342,0.023,0.082,0.72,0,0.051,0.28,1000,Free,4,413.449,27,0.01,10.0
21036,8968,0.151,1.15,0.0,0.6342,0.014,0.089,0.841,0,0.385,0.418,1000,Free,5,413.449,27,0.01,10.0
22316,9562,0.181,1.92,0.03,0.6342,0.015,0.104,0.853,0,0.382,0.477,1000,Free,6,413.449,27,0.01,10.0
25651,10918,0.211,2.26,0.02,0.6342,0.02,0.124,0.836,0,0.366,0.497,1000,Free,7,413.449,27,0.01,10.0
26929,11600,0.24,3.42,0.005,0.6342,0.019,0.137,0.859,0,0.412,0.481,1000,Free,8,413.449,27,0.01,10.0
44993,15589,0.27,3.32,0.015,0.6342,0.016,0.149,0.892,0,0.406,0.498,1000,Free,9,413.449,27,0.01,10.0
58161,17908,0.3,4.19,0.005,0.6342,0.011,0.16,0.93,0,0.45,0.497,1000,Free,10,413.449,27,0.01,10.0
60444,18913,0.33,3.22,0.025,0.6342,0.011,0.174,0.937,0,0.416,0.543,1000,Free,11,413.449,27,0.01,10.0
0,5125,0.0,0.05,0.01,0.6383,0.017,0.017,0.0,0,0.004,0.008,1000,Free,0,632.537,28,0.01,10.0
21990,6188,0.031,0.11,0.025,0.6383,0.015,0.03,0.504,0,0.03,0.019,1000,Free,1,632.537,28,0.01,10.0
31661,7229,0.06,0.11,0.01,0.6383,0.012,0.042,0.705,0,0.038,0.045,1000,Free,2,632.537,28,0.01,10.0
34308,8173,0.091,0.91,0.02,0.6383,0.015,0.06,0.75,0,0.016,0.237,1000,Free,3,632.537,28,0.01,10.0
46630,10269,0.12,1.21,0.01,0.6383,0.017,0.076,0.776,0,0.022,0.296,1000,Free,4,632.537,28,0.01,10.0
55580,11896,0.15,1.23,0.015,0.6383,0.02,0.093,0.79,0,0.065,0.352,1000,Free,5,632.537,28,0.01,10.0
68604,13878,0.182,1.58,0.035,0.6383,0.02,0.109,0.819,0,0.053,0.429,1000,Free,6,632.537,28,0.01,10.0
72199,14765,0.211,2.31,0.005,0.6383,0.019,0.122,0.844,0,0.199,0.447,1000,Free,7,632.537,28,0.01,10.0
79294,16212,0.24,2.53,0.01,0.6383,0.017,0.135,0.876,0,0.313,0.488,1000,Free,8,632.537,28,0.01,10.0
81648,16886,0.27,3.15,0.015,0.6383,0.02,0.152,0.87,0,0.411,0.495,1000,Free,9,632.537,28,0.01,10.0
104648,21083,0.3,5.22,0.005,0.6383,0.009,0.158,0.943,0,0.498,0.506,1000,Free,10,632.537,28,0.01,10.0
122951,25363,0.33,4.74,0.0,0.6383,0.012,0.175,0.931,0,0.465,0.532,1000,Free,11,632.537,28,0.01,10.0
0,8013,0.0,0.0,0.015,0.7632,0.01,0.01,0.0,0,0.0,0.001,1000,Free,0,484.297,29,0.01,10.0
27657,9943,0.03,0.14,0.03,0.7632,0.02,0.035,0.426,0,0.002,0.029,1000,Free,1,484.297,29,0.01,10.0
38257,10956,0.06,0.92,0.015,0.7632,0.015,0.044,0.669,0,0.333,0.233,1000,Free,2,484.297,29,0.01,10.0
40084,11470,0.091,1.64,0.015,0.7632,0.014,0.059,0.756,0,0.351,0.311,1000,Free,3,484.297,29,0.01,10.0
233969,20426,0.121,1.49,0.015,0.7632,0.021,0.081,0.735,0,0.045,0.358,1000,Free,4,484.297,29,0.01,10.0
290464,24216,0.152,1.95,0.0,0.7632,0.017,0.091,0.818,0,0.025,0.375,1000,Free,5,484.297,29,0.01,10.0
292638,24745,0.18,2.1,0.02,0.7632,0.022,0.11,0.797,0,0.025,0.414,1000,Free,6,484.297,29,0.01,10.0
300688,26422,0.21,2.47,0.015,0.7632,0.023,0.126,0.816,0,0.194,0.423,1000,Free,7,484.297,29,0.01,10.0
301344,26880,0.24,2.43,0.005,0.7632,0.031,0.147,0.791,0,0.371,0.459,1000,Free,8,484.297,29,0.01,10.0
305054,28014,0.27,2.7,0.015,0.7632,0.018,0.151,0.88,0,0.455,0.469,1000,Free,9,484.297,29,0.01,10.0
314135,30136,0.301,2.38,0.005,0.7632,0.01,0.159,0.938,0,0.461,0.464,1000,Free,10,484.297,29,0.01,10.0
319109,31801,0.33,2.47,0.015,0.7632,0.014,0.177,0.92,0,0.237,0.517,1000,Free,11,484.297,29,0.01,10.0
0,3979,0.0,0.03,0.015,0.6103,0.02,0.02,0.0,0,0.002,0.005,1000,Free,0,451.417,30,0.01,10.0
20702,5122,0.03,0.16,0.025,0.6103,0.021,0.035,0.417,0,0.018,0.03,1000,Free,1,451.417,30,0.01,10.0
21794,5472,0.06,0.23,0.015,0.6103,0.019,0.048,0.611,0,0.053,0.056,1000,Free,2,451.417,30,0.01,10.0
27924,6855,0.09,0.85,0.035,0.6103,0.014,0.059,0.754,0,0.062,0.208,1000,Free,3,451.417,30,0.01,10.0
32578,7859,0.12,1.37,0.005,0.6103,0.027,0.085,0.686,0,0.059,0.302,1000,Free,4,451.417,30,0.01,10.0
46080,11065,0.15,0.7,0.035,0.6103,0.018,0.091,0.807,0,0.068,0.374,1000,Free,5,451.417,30,0.01,10.0
53614,14270,0.18,1.76,0.02,0.6103,0.03,0.118,0.743,0,0.454,0.454,1000,Free,6,451.417,30,0.01,10.0
53813,14557,0.211,2.42,0.03,0.6103,0.03,0.132,0.776,0,0.425,0.413,1000,Free,7,451.417,30,0.01,10.0
76927,20229,0.24,2.18,0.02,0.6103,0.024,0.141,0.832,0,0.367,0.49,1000,Free,8,451.417,30,0.01,10.0
158674,27038,0.27,2.14,0.02,0.6103,0.017,0.15,0.887,0,0.387,0.448,1000,Free,9,451.417,30,0.01,10.0
169864,28831,0.301,2.02,0.02,0.6103,0.016,0.164,0.903,0,0.3,0.466,1000,Free,10,451.417,30,0.01,10.0
173067,30031,0.331,3.35,0.015,0.6103,0.015,0.178,0.913,0,0.315,0.48,1000,Free,11,451.417,30,0.01,10.0
0,5924,0.0,0.03,0.01,0.6747,0.012,0.012,0.0,0,0.002,0.004,1000,Free,0,454.905,31,0.01,10.0
4824,6273,0.031,0.01,0.0,0.6747,0.011,0.026,0.574,0,0.0,0.009,1000,Free,1,454.905,31,0.01,10.0
28259,8851,0.06,0.14,0.015,0.6747,0.015,0.044,0.672,0,0.015,0.054,1000,Free,2,454.905,31,0.01,10.0
63352,12954,0.09,0.26,0.03,0.6747,0.017,0.061,0.723,0,0.013,0.149,1000,Free,3,454.905,31,0.01,10.0
202651,20776,0.121,1.28,0.01,0.6747,0.021,0.081,0.734,0,0.085,0.199,1000,Free,4,454.905,31,0.01,10.0
204142,20962,0.15,1.29,0.01,0.6747,0.017,0.091,0.809,0,0.179,0.261,1000,Free,5,454.905,31,0.01,10.0
207282,21861,0.181,1.76,0.035,0.6747,0.02,0.108,0.819,0,0.375,0.349,1000,Free,6,454.905,31,0.01,10.0
209826,22874,0.21,1.75,0.02,0.6747,0.027,0.129,0.793,0,0.444,0.393,1000,Free,7,454.905,31,0.01,10.0
212551,23943,0.241,2.1,0.005,0.6747,0.019,0.137,0.862,0,0.246,0.474,1000,Free,8,454.905,31,0.01,10.0
213659,24665,0.27,2.34,0.005,0.6747,0.014,0.147,0.906,0,0.251,0.459,1000,Free,9,454.905,31,0.01,10.0
299160,37556,0.3,2.55,0.03,0.6747,0.015,0.163,0.909,0,0.433,0.479,1000,Free,10,454.905,31,0.01,10.0
325776,42314,0.33,2.23,0.015,0.6747,0.011,0.174,0.936,0,0.399,0.512,1000,Free,11,454.905,31,0.01,10.0
0,6765,0.0,0.04,0.005,0.6792,0.016,0.016,0.0,0,0.002,0.007,1000,Free,0,420.228,32,0.01,10.0
2922,7700,0.03,0.11,0.01,0.6792,0.02,0.035,0.427,0,0.004,0.024,1000,Free,1,420.228,32,0.01,10.0
13955,9125,0.06,0.44,0.02,0.6792,0.024,0.054,0.546,0,0.105,0.094,1000,Free,2,420.228,32,0.01,10.0
38758,13837,0.092,0.96,0.005,0.6792,0.01,0.056,0.813,0,0.135,0.259,1000,Free,3,420.228,32,0.01,10.0
43699,14919,0.121,0.99,0.005,0.6792,0.022,0.081,0.731,0,0.142,0.241,1000,Free,4,420.228,32,0.01,10.0
50045,16556,0.15,1.26,0.025,0.6792,0.018,0.091,0.808,0,0.156,0.287,1000,Free,5,420.228,32,0.01,10.0
50555,16877,0.18,2.15,0.005,0.6792,0.017,0.105,0.841,0,0.119,0.313,1000,Free,6,420.228,32,0.01,10.0
51156,17449,0.21,2.83,0.025,0.6792,0.026,0.129,0.796,0,0.28,0.427,1000,Free,7,420.228,32,0.01,10.0
60512,21024,0.24,2.64,0.03,0.6792,0.024,0.141,0.832,0,0.167,0.474,1000,Free,8,420.228,32,0.01,10.0
64256,21840,0.27,2.23,0.01,0.6792,0.022,0.154,0.855,0,0.205,0.478,1000,Free,9,420.228,32,0.01,10.0
64578,22136,0.3,2.32,0.015,0.6792,0.016,0.164,0.903,0,0.251,0.502,1000,Free,10,420.228,32,0.01,10.0
85218,26803,0.33,2.33,0.01,0.6792,0.014,0.177,0.921,0,0.245,0.535,1000,Free,11,420.228,32,0.01,10.0
0,5003,0.0,0.03,0.015,0.7207,0.012,0.012,0.0,0,0.0,0.0,1000,Free,0,985.847,33,0.01,10.0
13169,5806,0.03,0.19,0.02,0.7207,0.025,0.04,0.372,0,0.007,0.05,1000,Free,1,985.847,33,0.01,10.0
323517,13000,0.06,0.21,0.01,0.7207,0.02,0.05,0.591,0,0.031,0.047,1000,Free,2,985.847,33,0.01,10.0
324708,13226,0.09,0.29,0.03,0.7207,0.017,0.061,0.724,0,0.04,0.143,1000,Free,3,985.847,33,0.01,10.0
327329,13889,0.12,0.36,0.015,0.7207,0.019,0.078,0.756,0,0.284,0.231,1000,Free,4,985.847,33,0.01,10.0
334006,15158,0.151,1.14,0.015,0.7207,0.018,0.092,0.805,0,0.277,0.341,1000,Free,5,985.847,33,0.01,10.0
363219,20453,0.181,2.16,0.015,0.7207,0.021,0.109,0.81,0,0.38,0.435,1000,Free,6,985.847,33,0.01,10.0
363556,20714,0.211,2.68,0.0,0.7207,0.02,0.123,0.836,0,0.36,0.415,1000,Free,7,985.847,33,0.01,10.0
369510,22510,0.24,2.26,0.005,0.7207,0.021,0.139,0.849,0,0.272,0.47,1000,Free,8,985.847,33,0.01,10.0
379354,24660,0.271,2.43,0.03,0.7207,0.025,0.157,0.841,0,0.337,0.477,1000,Free,9,985.847,33,0.01,10.0
380071,25240,0.301,1.6,0.0,0.7207,0.012,0.16,0.925,0,0.414,0.482,1000,Free,10,985.847,33,0.01,10.0
410313,31908,0.33,2.98,0.0,0.7207,0.013,0.176,0.927,0,0.676,0.507,1000,Free,11,985.847,33,0.01,10.0
0,6105,0.0,0.02,0.025,0.7315,0.016,0.016,0.0,0,0.002,0.005,1000,Free,0,1529.056,34,0.01,10.0
3864,6461,0.03,0.18,0.015,0.7315,0.017,0.032,0.469,0,0.006,0.037,1000,Free,1,1529.056,34,0.01,10.0
14108,8734,0.06,0.88,0.05,0.7315,0.019,0.049,0.606,0,0.306,0.231,1000,Free,2,1529.056,34,0.01,10.0
